nr;id;debitorennummer;anrede;vorname;name;firma;strasse;plz;ort;bereich;telefon;mobil;email;typ;beschriftung;
186;6206;;;;;Förderverein der Otto-Ubbelohde-Schule;Schulstraße 3;35037;Marburg;;06421682119;;ous@marburg-schulen.de;Juhi_firmen;;
187;6208;;;;;Diakonisches Werk Oberhessen TAS;Gisselberger Str. 35;35037;Marburg;;06421161518;;tas@dwo-online.de;Juhi_firmen;;
188;14913;;;;;Krippe Stadtwaldwichtel der IKJG e. V.;Dietrich-Bonhoeffer-Str. 16;35037;Marburg;;0642199204813;;krippe@ikjg.de;Kita_firmen;;
189;6209;;;;;IKJG e.V.;Dietrich-Bonhoeffer-Str. 16;35037;Marburg;;;;team@ikjg.de;Juhi_firmen;;
190;6212;109039;;;;Studentenwerk Marburg;Erlenring 5;35037;Marburg;;06421296114;;info@studentenwerk-marburg.de;Juhi_firmen;Studentenwerk Marburg;
191;6215;;;;;MKT;Willy-Mock-Str. 13;35037;Marburg;;06421950253;;;Juhi_firmen;;
192;6941;101506;;;;Deutsche Blindenstudienanstalt Marburg e.V.;Am Schlag 8;35037;Marburg;;;;info@blista.de;Juhi_firmen;Deutsche Blindenstudienanstalt;
193;6216;101506;;;;Blista/Internat;Am Schlag 8;35037;Marburg;;064216060;;info@blista.de;Juhi_firmen;Deutsche Blindenstudienanstalt;
194;594;101506;Frau;Jutta;Daum;;Am Schlag 8;35037;Marburg;;;;info@blista.de;Juhi_personen;Deutsche Blindenstudienanstalt;
195;6217;;;;;St. Elisabeth Verein e.V. Berufliche Bildung;Dietrich-Bonhoeffer-Str. 16 - 18;35037;Marburg;;0642193230;;stebbmarburg@elisabeth-verein.de;Juhi_firmen;;
196;6218;;;;;Erziehungsberatungsstelle des Vereins für Erziehungshilfe e.V.;Hans-Sachs-Str. 8;35039;Marburg;;064218890950;;eb-marburg@t-online.de;Juhi_firmen;;
197;6220;;;;;Kinder- und Jugendpsychiatrie Station A;Hans-Sachs-Str. 46;35039;Marburg;;;;kjp@med.uni-marburg.de;Juhi_firmen;;
198;6221;;;;;Bürgerinitiative für Soziale Fragen e.V.;Damaschkeweg 96;35039;Marburg;;;;mail@bsf-richtsberg.de;Juhi_firmen;;
199;6223;;;;;Klinik für Psychiatrie u. Psychotherapie;Cappeler Str. 98;35039;Marburg;;06421404458;;;Juhi_firmen;;
200;6225;104032;;;;Jugendheim Marbach GmbH - Bienenweg;Bienenweg 7;35041;Marburg;;0642163550;;bw@jugendheim-marbach.de;Juhi_firmen;Jugendheim Marbach GmbH;
201;15063;104032;Frau;Claudia;Moldenhauer;;Bienenweg 7;35041;Marburg;;06421309603;;thg@jugendheim-marbach.de;Juhi_personen;Jugendheim Marbach GmbH;
202;6226;;;;;JWG Erlengraben Marbach GmbH;Am Brückchen 4;35041;Marburg;;0642127959;;eg@jugendheim-marbach.de;Juhi_firmen;;
203;6228;;;;;Jugendheim Marbach GmbH - Ginseldorf;Enser Weg 14;35043;Marburg;;0642184144;;gd@jugendheim-marbach.de;Juhi_firmen;;
204;12798;105017;Frau;Caroline;Cardinal;;Steinmühlenweg 21;35043;Marburg;;;;;Juhi_personen;Landschulheim Steinmühle;
205;12798;104005;Frau;Caroline;Cardinal;;Steinmühlenweg 21;35043;Marburg;;;;;Juhi_personen;Internat Steinmühle;
206;1013;105017;Frau;Oksana;Krause;;Steinmühlenweg 21;35043;Marburg;;;;konnertz@steinmuehle.de;Juhi_personen;Landschulheim Steinmühle;
207;1013;104005;Frau;Oksana;Krause;;Steinmühlenweg 21;35043;Marburg;;;;konnertz@steinmuehle.de;Juhi_personen;Internat Steinmühle;
208;12799;105017;Frau;Anja;Schäfer;;Steinmühlenweg 21;35043;Marburg;;0642140860;;anja.schaefer@steinmuehle.de;Juhi_personen;Landschulheim Steinmühle;
209;12799;104005;Frau;Anja;Schäfer;;Steinmühlenweg 21;35043;Marburg;;0642140860;;anja.schaefer@steinmuehle.de;Juhi_personen;Internat Steinmühle;
210;12834;105017;Frau;Sibylle;Pausch;;Steinmühlenweg 21;35043;Marburg;;;;pausch@steinmuehle.de;Juhi_personen;Landschulheim Steinmühle;
211;12834;104005;Frau;Sibylle;Pausch;;Steinmühlenweg 21;35043;Marburg;;;;pausch@steinmuehle.de;Juhi_personen;Internat Steinmühle;
212;1385;105017;Herr;Boris;Schneider;;Steinmühlenweg 21;35043;Marburg;;;;;Juhi_personen;Landschulheim Steinmühle;
213;1385;104005;Herr;Boris;Schneider;;Steinmühlenweg 21;35043;Marburg;;;;;Juhi_personen;Internat Steinmühle;
214;6229;105017;;;;Internat Steinmühle;Steinmühlenweg 21;35043;Marburg;;0642140840;;Internatsleitung@steinmuehle.de;Juhi_firmen;Landschulheim Steinmühle;
215;6229;104005;;;;Internat Steinmühle;Steinmühlenweg 21;35043;Marburg;;0642140840;;Internatsleitung@steinmuehle.de;Juhi_firmen;Internat Steinmühle;
216;1152;105017;Herr;Johannes;Meyer;;Steinmühlenweg 21;35043;Marburg;;;;;Juhi_personen;Landschulheim Steinmühle;
217;1152;104005;Herr;Johannes;Meyer;;Steinmühlenweg 21;35043;Marburg;;;;;Juhi_personen;Internat Steinmühle;
218;6230;;;;;Deutsches Rotes Kreuz, Kreisverband FKB e.V.;Auestraße 25;35066;Frankenberg;;0645172270;;;Juhi_firmen;;
219;6231;101512;;;;Deutsches Rotes Kreuz;Schwedensteinweg 50;35066;Frankenberg;;;;info@jugendheim-frankenberg.de;Juhi_firmen;Deutsches Rotes Kreuz;
220;6233;;;;;Wohngruppe Kegelberg;Geismarer Str. 82;35066;Frankenberg;;;;info@jugendheim-frankenberg.de;Juhi_firmen;;
221;6234;;;;;Kinderheim Schwieder gGmbH, WG Pferdemarkt;Pferdemarkt 8;35066;Frankenberg;;0645121073-8;;pferdemarkt@kinderheimschwieder.de;Juhi_firmen;;
222;6237;;;;;Mädchenwohngruppe;Pferdemarkt 8;35066;Frankenberg;;;;;Juhi_firmen;;
223;6236;;;;;Kinderheim Schwieder gGmbH, VWG Goßberg;Goßbergstr. 17;35066;Frankenberg;;06451713493;;gossberg@kinderheimschwieder.de;Juhi_firmen;;
224;6238;;;;;Standprojekt Frankenberg;Am Goldbach 7;35066;Frankenberg;;;;;Juhi_firmen;;
225;6240;;;;;Kinder- und Jugendhäuser GmbH Ebsdorfergrund;Grabenstraße 9;35085;Ebsdorfergrund;;;;;Juhi_firmen;;
226;6242;;;;;Intensiv-Pädagogische Wohngruppe;Schulweg 19;35088;Battenberg-Frohnhausen;;;;hermann.meyer@hephata.com;Juhi_firmen;;
227;6243;;;;;Trainingswohnung;Schulweg 14;35088;Battenberg-Frohnhausen;;;;;Juhi_firmen;;
228;6244;;;;;pro vita gemeinnützige Betreuungs-GmbH;Am Seifen 1;35088;Battenberg-Dodenau;;06452931083;;pro-vita-dodenau@t-online.de;Juhi_firmen;;
229;6245;;;;;Ralf Müller GmbH;Lichtenfelser Straße 36;35104;Lichtenfels - Rhadern;;056361425;;;Juhi_firmen;;
230;6246;;;;;Vitos Haina;Landgraf-Phillip-Platz 3;35114;Haina;;;;info@vitos-haina.de;Juhi_firmen;;
231;6247;;;;;Verselbständigung;Birkenweg 12;35116;Hatzfeld-Reddinghausen;;;;;Juhi_firmen;;
232;6248;;;;;Heilpädagogische Wohngruppe;Rodaer Str. 11;35119;Rosenthal;;;;;Juhi_firmen;;
233;6249;;;;;Landkreis Marburg-Bied. -Jugendamt-;Kiesackerstraße 12;35216;Biedenkopf;;06461790;;fb.fjs@marburg-biedenkopf.de;Juhi_firmen;;
234;1261;;Frau;Wiebke;Nichau;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;064618088-13;;w.nichau@ellisabeth-verein.de;Unternehmengruppe;;
235;24;;Frau;Elvira;Künkel;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;;;e.kuenkel@elisabeth-verein.de;Unternehmengruppe;;
236;521;;Frau;Alida;Beul;;Auf der Kreuzwiese 6;35216;Biedenkopf;;064618088-0;017570107144;care-leaver-ldk@elisabeth-verein.de;Juhi_personen;;
237;1474;;Frau;Elisabeth;Stöber-Fischer;;Auf der Kreuzwiese 6;35216;Biedenkopf;;;;stoeber-fischer@t-online.de;Juhi_personen;;
238;13261;;Herr;Markus;Dewald;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;;;;Unternehmengruppe;;
239;1261;;Frau;Wiebke;Nichau;;Auf der Kreuzwiese 6;35216;Biedenkopf;;064618088-13;;w.nichau@ellisabeth-verein.de;Juhi_personen;;
240;1253;;Frau;Jutta;Poller;;Auf der Kreuzwiese 6;35216;Biedenkopf;;;015152605337;j.poller@elisabeth-verein.de;Juhi_personen;;
241;627;;Frau;Christiane;Dörner-Sattler;;Auf der Kreuzwiese 6;35216;Biedenkopf;;027791548;;christiane.doerner-sattler@gmx.de;Juhi_personen;;
242;12994;;Frau;Eloisa;Happel;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;;;;Unternehmengruppe;;
243;13254;;Frau;Josephine;Lind;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;;;;Unternehmengruppe;;
244;626;;Herr;Uwe;Döring;;Auf der Kreuzwiese 6;35216;Biedenkopf;;027749171997;;wg.breitewies@elisabeth-verein.de;Juhi_personen;;
245;6250;;;;;Regionalzentrum Biedenkopf;Auf der Kreuzwiese 6;35216;Biedenkopf;;0646180880;;biedenkopf@elisabeth-verein.de;Juhi_firmen;;
246;602;;Herr;Martin;Delong;;Auf der Kreuzwiese 6;35216;Biedenkopf;;;;m.delong@elisabeth.verein.de;Juhi_personen;;
247;10888;;Frau;Kerstin;Bergen;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;;;k.bergen@elisabeth-verein.de;Unternehmengruppe;;
248;785;;Frau;Zeliha;Gürbüz;;Auf der Kreuzwiese 6;35216;Biedenkopf;;064618088-0;;z.guerbuez@elisabeth-verein.de;Juhi_personen;;
249;750;;Herr;Heinz Jürgen;Göbel;;Auf der Kreuzwiese 6;35216;Biedenkopf;;;;;Juhi_personen;;
250;11215;;Frau;Dörthe;Seelhof;;Auf der Kreuzwiese 6;35216;Biedenkopf;;027716980;;d.seelhof@gmx.de;Juhi_personen;;
251;1157;;Herr;Christoph;Michel;;Auf der Kreuzwiese 6;35216;Biedenkopf;;;;;Juhi_personen;;
252;11808;;Herr;Philipp;Schmitt;;Auf der Kreuzwiese 6;35216;Biedenkopf;St. Elisabeth-Verein e.V. Biedenkopf;0641924246;;wg.breidenstein@elisabeth-verein.de;Unternehmengruppe;;
253;10873;;Frau;Jasmin;Strenger;;Auf der Kreuzwiese 6;35216;Biedenkopf;;064618088-0;01602060269;jasmins89@hotmail.de;Juhi_personen;;
254;475;;Frau;Monika;Bach;;Auf der Kreuzwiese 6;35216;Biedenkopf;;064618088-0;;monika-83@web.de;Juhi_personen;;
255;1568;;Herr;Daniel;Werner;;Auf der Kreuzwiese 6;35216;Biedenkopf;;06468911730;;wg.hommertshausen@elisabeth-verein.de;Juhi_personen;;
256;6253;;;;;Hinterländer Wohnstätten;Industriestr. 14;35232;Dautphetal;;06466913560;;info@lhwst.net;Juhi_firmen;;
257;6254;;;;;Heilpädagogische Gemeinschaft;Georg-Friedrich-Händel-Str. 2;35274;Kirchhain;;064228983820;;kontakt@heilpaedagogische-gemeinschaft-kirchhain.de;Juhi_firmen;;
258;6255;;;;;FBW Rauschenberg;Im Sand 16;35282;Rauschenberg;;06425921088;;p.schreiber@elisabeth-verein.de;Juhi_firmen;;
259;6256;;;;;Kinder- u. Jugendwohnheim Leppermühle AWG 24/25;Georgenhammer 1;35321;Laubach-Lauter;;064012216025;;awg24@leppermuehle.de;Juhi_firmen;;
260;6257;;;;;Kinder- und Jugendhäuser GmbH Laubach;Heidstraße 16;35321;Laubach;;;;;Juhi_firmen;;
261;6258;;;;;Haus am Schloßberg;Erlenweg 8;35327;Ulrichstein;;;;;Juhi_firmen;;
262;6260;;;;;Magistrat der Stadt Gießen Jugendamt;Postfach 11 08 80;35353;Gießen;;;;jugendamt@giessen.de;Juhi_firmen;;
263;6261;;;;;Friedrich Naumann Haus e. V.;Moltkestraße 11;35390;Gießen;;064133074;;fnh.giessen@t-online.de;Juhi_firmen;;
264;6263;;;;;Heilpädagogische Tagesstätte;Hein-Heckroth-Straße 28a;35390;Gießen;;;;;Juhi_firmen;;
265;6264;;;;;Landkreis Gießen Jugendamt;Ostanlage 33-45;35390;Gießen;;;;;Juhi_firmen;;
266;6265;;;;;Sozialdienst katholischer Frauen e. V. Gießen;Erfurter Straße 3;35440;Linden-Leihgestern;;06412001-550;;;Juhi_firmen;;
267;6267;;;;;Kreisausschuss des Landkreises Gießen;Riversplatz 43344;35394;Gießen;;06419390-0;;jugendamt@lkgi.de;Juhi_firmen;;
268;7994;;Frau;Karin;Wilhelmi;;Berliner Platz 1;35390;Gießen;;06413061383;;karin.wilhelmi@giessen.de;Kita_personen;;
269;6268;;;;;Magistrat der Stadt Gießen;Berliner Platz 1;35390;Gießen;;;;dietlind.grabe-bolz@giessen.de;Juhi_firmen;;
270;6962;;;;;Universitätsstadt Gießen Der Magistrat;Berliner Platz 1;35390;Gießen;;;;stadtgiessen@giessen.de;Juhi_firmen;;
271;6269;;;;;AKTION - Perspektiven für junge Menschen und Familien e.V.;Frankfurter Str. 48;35392;Gießen;;064174349;;wggiessen@aktion-verein.org;Juhi_firmen;;
272;8003;101017;;;;Kinderkrippe Gießen;Schwarzacker 32;35392;Gießen;;0641202456;;;Kita_firmen;Caritasverband Gießen e.V;
273;8003;104784;;;;Kinderkrippe Gießen;Schwarzacker 32;35392;Gießen;;0641202456;;;Kita_firmen;Kinder- u. Jugendheim St. Stephanus;
274;6270;101017;;;;Kinder- und Jugendheim St. Stephanus;Schwarzacker 32;35392;Gießen;;;;st.stephanus@caritas-giessen.de;Juhi_firmen;Caritasverband Gießen e.V;
275;6270;104784;;;;Kinder- und Jugendheim St. Stephanus;Schwarzacker 32;35392;Gießen;;;;st.stephanus@caritas-giessen.de;Juhi_firmen;Kinder- u. Jugendheim St. Stephanus;
276;13060;101017;Herr;K.;Buser;;Schwarzacker 32;35392;Gießen;;06413011589;;k.buser@caritas-giessen.de;Juhi_personen;Caritasverband Gießen e.V;
277;13060;104784;Herr;K.;Buser;;Schwarzacker 32;35392;Gießen;;06413011589;;k.buser@caritas-giessen.de;Juhi_personen;Kinder- u. Jugendheim St. Stephanus;
278;6271;;;;;Sprachheilzentrum;Schaal 13;35435;Wettenberg/Launsbach;;0641-2001235;;;Juhi_firmen;;
279;6273;;;;;Sozialdienst katholischer Frauen Gießen e. V.;Wartweg 15-27;35392;Gießen;;06412001-500;;;Juhi_firmen;;
280;8031;;Frau;Elke;Wranik;;Grünberger Straße 222;35394;Gießen;;06414019330;;kita-hs@awo-stadtkreis-giessen.de;Kita_personen;;
281;6274;;;;;Therap.-Päd.-Zentrum der AWO;Grünberger Straße 222;35394;Gießen;;;;;Juhi_firmen;;
282;8030;;Frau;Birgit;Dickert;;Heyerweg 41;35394;Gießen;;064141426;;birgit.dickert@caritas-giessen.de;Kita_personen;;
283;6275;;;;;Caritasverband Gießen e.V. - KiTa St.Franziskus;Heyerweg 41;35394;Gießen;;064141426;;kita.eulenkopf@caritas-giessen.de;Juhi_firmen;;
284;6279;;;;;Sozialdienst katholischer Frauen e. V. Gießen;Wetzlarer Straße 64;35398;Gießen-Kleinlinden;;06412001-510;;;Juhi_firmen;;
285;6280;110513;;;;Verein f. Jugendfürsorge Kinderheim Leppermühle;Leppermühle 1;35418;Buseck;;064085090;;info@leppermuehle.de;Juhi_firmen;Verein für Jugendfürsorge;
286;6282;;;;;Kinder- u. Jugendwohnh. Leppermühle AWG 7;Pfaffenkreben 5;35418;Buseck-Trohe;;064081463;;info@leppermuehle.de;Juhi_firmen;;
287;6283;104500;;;;Ev. Kinder- und Jugendheim Arnsberg;Höhlerstraße 4;35423;Lich;;;;info@arnsburg.de;Juhi_firmen;Kinder- u. Jugendheim Arnsburg;
288;6283;102044;;;;Ev. Kinder- und Jugendheim Arnsberg;Höhlerstraße 4;35423;Lich;;;;info@arnsburg.de;Juhi_firmen;Ev. Kinder- u. Jugendheim Arnsburg;
289;6284;;;;;Sozialdienst katholischer Frauen e. V. Gießen;Wilhelmstraße 39;35440;Linden-Leihgestern;;06412001-520;;;Juhi_firmen;;
290;6285;;;;;Jugendwohngruppe Günther Müller;Gießener Pforte 36-38;35440;Linden;;;;gb.mueller@t-online.de;Juhi_firmen;;
291;6286;;;;;Sozialdienst katholischer Frauen e. V. Gießen;Kreuzgasse 41;35440;Linden-Leihgestern;;;;;Juhi_firmen;;
292;6287;;;;;Kinder- u. Jugendwohnh. Leppermühle AWG 19;Kirschbergstraße 9;35447;Reiskirchen;;0640861759;;info@leppermuehle.de;Juhi_firmen;;
293;6288;;;;;Kinder- u. Jugendwohnh. Leppermühle AWG 23;Sonnenhang 39;35447;Reiskirchen - Bersrod;;0640863932;;info@leppermuehle.de;Juhi_firmen;;
294;6289;;;;;Kinder- u. Jugendwohnh. Leppermühle AWG 9;Tannenweg 13;35447;Reiskirchen;;0640864781;;info@leppermuehle.de;Juhi_firmen;;
295;6290;;;;;Kinder- u. Jugendwohnh. Leppermühle TG 46;Schulstraße 12;35447;Reiskirchen;;064085029712;;info@leppermuehle.de;Juhi_firmen;;
296;6291;;;;;Kinder- u. Jugendwohnh. Leppermühle AWG 16;Goethestraße 13;35447;Reiskirchen;;064086108944;;info@leppermuehle.de;Juhi_firmen;;
297;6292;104506;;;;Kinder- und Jugendhäuser GmbH Lollar;Heinrich-Deibel-Straße 6;35457;Lollar;;0640691070;;info@kjh-lollar.de;Juhi_firmen;Kinder- u. Jugendhäuser GmbH Lollar;
298;6293;;;;;Jugendhof Pohl-Göns e.V.;Bärengasse 16;35510;Butzbach;;0603365271;;info@jugendhof.de;Juhi_firmen;;
299;6294;;;;;Jugendvollzugsanstalt Rockenberg;Marienschloß 1;35519;Rockenberg;;;;Poststelle@JVA-Rockenberg.Justiz.Hessen.de;Juhi_firmen;;
300;6295;;;;;Kreisausschuss des Lahn-Dill-Kreis;Karl-Kellner-Str. 51;35570;Wetzlar;;;;info@lahn-dill-kreis.de;Juhi_firmen;;
301;6297;;;;;Albert-Schweitzer-Kinderdorf;Stoppelberger Hohl 92-98;35578;Wetzlar;;06441-7805-0;;info@ask-wetzlar.de;Juhi_firmen;;
302;13564;;;;;Albert-Schweitzer-Kinderdorf Hessen e. V.;Stoppelberger Hohl 92 - 98;35578;Wetzlar;;;;info@ask-wetzlar.de;Juhi_firmen;;
303;6298;;;;;Stadt Wetzlar Jugendamt;Ernst-Leitz-Str. 30;35578;Wetzlar;;06441-99346;;jugendamt@wetzlar.de;Juhi_firmen;;
304;6300;;;;;GWAB mbH;Elsa-Brandströmstraße 11 d;35578;Wetzlar;;064412049471;;info@gwab.de;Juhi_firmen;;
305;6301;;;;;Suchthilfe Wetzlar;Ernst-Leitz-Str. 50;35578;Wetzlar;;;;mail@suchthilfe-wetzlar.de;Juhi_firmen;;
306;6302;;;;;Kreisausschuss des Lahn-Dill-Kreises;Turmstraße 7;35578;Wetzlar;;;;jugendhilfe@lahn-dill-kreis.de;Juhi_firmen;;
307;6303;;;;;Haus Waldeck;Münchberg 43192;35606;Solms-Albshausen;;06441921053;;kinderheim@hauswaldeck.de;Juhi_firmen;;
308;6304;;;;;Praxis für Sprachtherapie und Pädagogik;Schulstraße 50;35614;Aßlar;;064412104589;;miriam-mende@web.de;Juhi_firmen;;
309;6307;;;;;Kinder- und Jugendhäuser GmbH Staufenberg;Lollarer Straße 1;35640;Staufenberg;;;;info@kjh-lollar.de;Juhi_firmen;;
310;6308;104824;;;;Kreisausschuss des Lahn-Dill-Kreises;Europaplatz 1;35683;Dillenburg;;;;jugendhilfe-dill@lahn-dill-kreis.de;Juhi_firmen;Kreisausschuss des Lahn-Dill-Kreises;
311;14713;101548;Frau;Bianca;Seißler;;Gerberei 4;35683;Dillenburg;;0277126478-50;015144668829;bianca.seissler@drk-dillenburg.de;Juhi_personen;Deutsches Rotes Kreuz Kreisverband Dillk;
312;14713;101548;Frau;Bianca;Seißler;;Gerberei 4;35683;Dillenburg;;0277126478-50;015144668829;bianca.seissler@drk-dillenburg.de;Kita_personen;Deutsches Rotes Kreuz Kreisverband Dillk;
313;6309;101548;Frau;;;DRK-Dillkreis e.V.;Gerberei 4;35683;Dillenburg;;;;info@drk-dillenburg.de;Juhi_firmen;Deutsches Rotes Kreuz Kreisverband Dillk;
314;12810;104756;;;;Kath. Kindertagesstätte St. Nikolaus;Rotfelsstraße 40;35683;Dillenburg;;;;nikolaus-kita@t-online.de;Kita_firmen;Kath. Kita St. Nikolaus;
315;6310;104756;;;;Haus Elisabeth;Rotfelsstraße 40;35683;Dillenburg;;;;info@haus-elisabeth.org;Juhi_firmen;Kath. Kita St. Nikolaus;
316;12811;104756;Frau;Brigitte;Dostal;;Rotfelsstraße 40;35683;Dillenburg;;027713203925;;;Kita_personen;Kath. Kita St. Nikolaus;
317;6314;100041;;;;Ambulante Hilfen Lahn-Dill-Kreis;Schillerstraße 4;35684;Dillenburg;;;;ldk.ambulantehilfen@elisabeth-verein.de;Juhi_firmen;Ambulante Hilfen Lahn-Dill-Kreis;
318;6316;;;;;Netzwerk Jugend Jugend- u. Dienstleistungszentrum;Simmersbacher Straße 17;35713;Eschenburg-Eibelshausen;;02774917206;;info@netzwerk-jugend.de;Juhi_firmen;;
319;6318;;;;;Marie-Juchacz-Haus;Waldmühlenweg 13;35745;Herborn;;;;info@awo-lahn-dill.de;Juhi_firmen;;
320;15062;;Frau;Katarzyna;Mehlich;;Austraße 40;35745;Herborn;;017662579600;;katarzyna.mehlich@vitos-herborn.de;Juhi_personen;;
321;6319;;;;;Klinik für Psychiatrie und Psychotherapie des Kindes- und Jugendalters Lahnhöhe;Austraße 40;35745;Herborn;;027725040;;info@lahnhoehe.de;Juhi_firmen;;
322;6320;;;;;Kinderheim Wallenfels gGmbH;Untergasse 14;35768;Siegbach;;02776283;;kinderhauswallenfels@t-online.de;Kita_firmen;;
323;6320;;;;;Kinderheim Wallenfels gGmbH;Untergasse 14;35768;Siegbach;;02776283;;kinderhauswallenfels@t-online.de;Juhi_firmen;;
324;6321;;;;;Kinder- und Jugendhilfeeinrichtung der Schottener Reha;Limburger Straße 20;35781;Weilburg;;0647193810;;muellerille@schotten-sozial.de;Juhi_firmen;;
325;6322;;;;;Kreisausschuss des Landkreises Limburg-Weilburg;Limburger Straße 43381;35781;Weilburg;;;;M.Eriksson@Limburg-Weilburg.de;Juhi_firmen;;
326;6323;;;;;Magistrat der Stadt Fulda;Bonifatiusplatz 43160;36036;Fulda;;;;familie@fulda.de;Juhi_firmen;;
327;6324;;;;;Institut B. M. V. der Maria Ward Schwestern;Lindenstraße 27;36037;Fulda;;066173038;;;Juhi_firmen;;
328;6325;101012;;;;Caritasverband für die Diözese Fulda e.V.;Wilhelmstraße 2;36037;Fulda;;066187620;;;Juhi_firmen;Caritasverband Fulda e.V.;
329;6326;;;;;Kreisausschuss des Landkreises Fulda;Wörthstr. 15;36037;Fulda;;06616006-0;;jugendamt@landkreis-fulda.de;Juhi_firmen;;
330;6328;;;;;Seminar für Berufliche Bildung;Rhönstr. 1;36037;Fulda;;;;;Juhi_firmen;;
331;6330;104009;;;;Jugendhilfeverbund St. Elisabeth, Fulda;Zum Schulzenberg 12;36041;Fulda;;0661953000;;jugendhilfeverbund@caritas-fulda.de;Juhi_firmen;Jugendhilfeverbund St. Elisabeth;
332;600;104009;Frau;Sibylle;Dehler;;Zum Schulzenberg 12;36041;Fulda;;0661953000;;jugendhilfeverbund@caritas-fulda.de;Juhi_personen;Jugendhilfeverbund St. Elisabeth;
333;6332;;;;;Kolpinghaus Fulda - Jugendwohnheim;Goethestraße 13;36043;Fulda;;;;Kolpingjugend@DV-Fulda.de;Juhi_firmen;;
334;6333;;;;;Jugendhilfeverbund St. Elisabeth Fulda;Weichselstraße 28;36043;Fulda;;;;;Juhi_firmen;;
335;6334;;;;;Pädagogische Tagesgruppe;Eichenweg 7;36088;Hünfeld;;06652-919510;;;Juhi_firmen;;
336;6335;;;;;Jugendhilfeverbund St. Elisabeth Petersberg;Bachstr. 23;36100;Petersberg-Marbach;;;;tagesgruppe.petersberg@caritas-fulda.de;Juhi_firmen;;
337;6336;;;;;Violeta gGmbH;Hindenburgstr. 26;36110;Schlitz;;06642-96190;;info@violeta-ggmbh.de;Juhi_firmen;;
338;809;;Frau;Birgit;Hampl;;Hindenburgstr. 26;36110;Schlitz;;;;;Juhi_personen;;
339;8389;110508;;;;Waldorf -Kindergarten;Ringmauer 16;36110;Schlitz;;066424052164;;waldorftagesgruppe.schlitz@web.de;Kita_firmen;Verein zur Pflege der Walldorf-Pädagogik;
340;8389;111018;;;;Waldorf -Kindergarten;Ringmauer 16;36110;Schlitz;;066424052164;;waldorftagesgruppe.schlitz@web.de;Kita_firmen;Waldorf-Tagesgruppe Lebensbaum;
341;6337;110508;;;;Waldorf-Tagesgruppe Lebensbaum;Ringmauer 16;36110;Schlitz;;06642-4052164;;waldorftagesgruppe.schlitz@web.de;Juhi_firmen;Verein zur Pflege der Walldorf-Pädagogik;
342;6337;111018;;;;Waldorf-Tagesgruppe Lebensbaum;Ringmauer 16;36110;Schlitz;;06642-4052164;;waldorftagesgruppe.schlitz@web.de;Juhi_firmen;Waldorf-Tagesgruppe Lebensbaum;
343;6338;;;;;Haus Schlüsselblume e.V.;Theilring 11;36124;Eichenzell - Büchenberg;;066568397;;;Juhi_firmen;;
344;6339;;Frau;;;Verbund Sozialpädagogischer Kleingruppen e.V. Haus am Komberg;Am Komberg 47;36129;Gersfeld;;06654-7611;;geschaeftsfuehrung@verbund-kassel.de;Juhi_firmen;;
345;6340;;;;;Schottener Soziale Dienste gGmbH;Rodenbach 33;36129;Gersfeld;;06654919460;;kuehnel@schotten-sozial.de;Juhi_firmen;;
346;6341;;;;;Jugendhilfeverbund St. Elisabeth Rasdorf;Großentafter Straße 10;36169;Rasdorf;;;;wohngruppe.delp@caritas-fulda.de;Juhi_firmen;;
347;6343;;;;;Päd.- Therapeut. Wohngruppen Schumann-Held gGmbH;Simon-Haune-Straße 15;36251;Bad Hersfeld;;066213479;;altes-saegewerk@ptw-hef.de;Juhi_firmen;;
348;6345;;;;;Diakonisches Werk Hersfeld-Rotenburg;Kirchplatz 6;36251;Bad Hersfeld;;06621-71623;;Jhs1.diakonie.hefrof@ekkw.de;Juhi_firmen;;
349;6346;;;;;Kinder- und Jugendhilfeeinrichtung der Schottener Reha;Lappenlied 74;36251;Bad Hersfeld;;06621919375;;ammerschuber@schotten-sozial.de;Juhi_firmen;;
350;6348;;;;;Caritasverband Gießen e. V.;Bahnhofstraße 5;36304;Alsfeld;;;;alb.alsfeld@caritas-giessen.de;Juhi_firmen;;
351;6349;;;;;Kreisausschuss des Vogelbergkreises;Hersfelder Straße 57;36304;Alsfeld;;;;info@vogelsbergkreis.de;Juhi_firmen;;
352;6350;;;;;Jugendhilfe Land Feldatal e.V.;Pfingstweide 7;36325;Feldatal;;06637456;;mail@jh-felda.de;Juhi_firmen;;
353;13568;;;;;Haus am Kirschberg Mädchen;Am Kirschberg 1;36341;Lauterbach;;;;info@haus-am-kirschberg.de;Juhi_firmen;;
354;6351;;;;;Hilfe für das verlassene Kind e.V.;Am Kirschberg 1;36341;Lauterbach;;066418004;;info@haus-am-kirschberg.de;Juhi_firmen;;
